"KOD10,C,5","JEL,C,1","NEV,C,150","NEM,C,1","KOR_A,N,2,0","KOR_F,N,2,0","ERV_KEZD,C,8","ERV_VEGE,C,8"
A4130,,Haemophilus influenzae okozta septicaemia,0,0,99,19950101,29991231
A4140,,Anaerob kórokozók okozta septicaemia,0,0,99,19950101,29991231
A4150,,Septicaemia egyéb Gram-negatív kórokozók miatt,0,0,99,19950101,29991231
A4180,,"Septicaemia, egyéb meghatározott kórokozóval",0,0,99,19950101,29991231
A4190,,"Septicaemia, k.m.n.",0,0,99,19950101,29991231
A4200,,Tüdï actinomycosis,0,0,99,19950101,29991231
A4210,,Hasi actinomycosis,0,0,99,19950101,29991231
A4220,,Nyaki-arci actinomycosis,0,0,99,19950101,29991231
A4270,,Actinomyces septicaemia,0,0,99,19950101,29991231
A4280,,Sugárgomba fertïzés egyéb formái,0,0,99,19950101,29991231
A4290,,Sugárgomba fertïzés k.m.n.,0,0,99,19950101,29991231
A4300,,Tüdï nocardiosis,0,0,99,19950101,29991231
A4310,,Bïr nocardiosis,0,0,99,19950101,29991231
A4380,,Nocardiosis egyéb formái,0,0,99,19950101,29991231
A4390,,Nocardiosis k.m.n.,0,0,99,19950101,29991231
A4400,,Szisztémás bartonellosis,0,0,99,19950101,29991231
A4410,,"A bïr, ill. a bïr és nyálkahártya bartonellosisa",0,0,99,19950101,29991231
A4480,,Bartonellosis egyéb formái,0,0,99,19950101,29991231
A4490,,Bartonellosis k.m.n.,0,0,99,19950101,29991231
A46H0,,Orbánc (erysipelas),0,0,99,19950101,29991231
A4800,,Gázgangraena,0,0,99,19950101,29991231
A4810,,Legionárius betegség,0,0,99,19950101,29991231
A4820,,Nem pneumoniás legionárius betegség [Pontiac-láz],0,0,99,19950101,29991231
A4830,,Toxikus shock syndroma,0,0,99,19950101,29991231
A4840,,Brazil purpurás láz,0,0,99,19950101,29991231
A4880,,Egyéb baktériumok okozta betegségek m.n.o.,0,0,99,19950101,29991231
A4900,,Staphylococcus fertïzés k.m.n.,0,0,99,19950101,29991231
A4910,,Streptococcus fertïzés k.m.n.,0,0,99,19950101,29991231
A4920,,Haemophilus influenzae fertïzés k.m.n.,0,0,99,19950101,29991231
A4930,,Mycoplasma fertïzés k.m.n.,0,0,99,19950101,29991231
A4980,,Egyéb bakteriális fertïzések k.m.n. lokalizációban,0,0,99,19950101,29991231
A4990,,Baktérium fertïzések k.m.n.,0,0,99,19950101,29991231
A5000,,"Friss, veleszületett syphilis, tünetekkel",0,0,99,19950101,29991231
A5010,,"Korai, veleszületett syphilis, latens",0,0,99,19950101,29991231
A5020,,"Korai veleszületett syphilis, k.m.n.",0,0,99,19950101,29991231
A5030,,Késïi veleszületett syphilises szembetegség,0,0,99,19950101,29991231
A5040,,Késïi veleszületett neurosyphilis [juvenilis neurosyphilis],0,0,99,19950101,29991231
A5050,,"Egyéb késïi veleszületett syphilis, tünetekkel",0,0,99,19950101,29991231
A5060,,"Késïi veleszületett syphilis, latens",0,0,99,19950101,29991231
A5070,,"Késïi veleszületett vérbaj, k.m.n.",0,0,99,19950101,29991231
A5090,,"Veleszületett vérbaj, k.m.n.",0,0,99,19950101,29991231
A5100,,Az ivarszervek elsïdleges syphilise,0,0,99,19950101,29991231
A5110,,A végbél elsïdleges syphilise,0,0,99,19950101,29991231
A5120,,"Elsïdleges syphilis, egyéb lokalizációban",0,0,99,19950101,29991231
A5130,,A bïr és a nyálkahártya másodlagos syphilise,0,0,99,19950101,29991231
A5140,,Egyéb másodlagos syphilis,0,0,99,19950101,29991231
A5150,,"Friss vérbaj, latens",0,0,99,19950101,29991231
A5190,,Friss vérbaj k.m.n.,0,0,99,19950101,29991231
A5200,+,Szív- és érrendszeri syphilis,0,0,99,19950101,29991231
A5210,,Symptomás neurosyphilis,0,0,99,19950101,29991231
A5220,,Aszimptomatikus neurosyphilis,0,0,99,19950101,29991231
A5230,,Neurosyphilis k.m.n.,0,0,99,19950101,29991231
A5270,,Egyéb késïi vérbaj,0,0,99,19950101,29991231
A5280,,Késïi latens vérbaj,0,0,99,19950101,29991231
A5290,,"Késïi vérbaj, k.m.n.",0,0,99,19950101,29991231
A5300,,Vérbaj k.m.n. friss vagy késïi,0,0,99,19950101,29991231
A5390,,Vérbaj k.m.n.,0,0,99,19950101,29991231
A5400,,"A húgyivarrendszer alsó szakaszának kankós fertïzése, tályog nélkül",0,0,99,19950101,29991231
A5410,,"A húgyivarrendszer alsó szakaszának kankós fertïzése, tályoggal",0,0,99,19950101,29991231
A5420,+,Kankós pelveoperitonotis és a húgyivarrendszer egyéb kankós fertïzései,0,0,99,19950101,29991231
A5430,,A szem kankós fertïzése,0,0,99,19950101,29991231
A5440,+,A csont-izomrendszer kankós fertïzése,0,0,99,19950101,29991231
A5450,,Kankós torokgyulladás,0,0,99,19950101,29991231
A5460,,A végbélnyílás és a végbél kankós fertïzése,0,0,99,19950101,29991231
A5480,,Egyéb kankós fertïzések,0,0,99,19950101,29991231
A5490,,Kankós fertïzés k.m.n.,0,0,99,19950101,29991231
A55H0,,Chlamydia lymphogranuloma (venereum),0,0,99,19950101,29991231
A5600,,A húgyivarrendszer alsó szakaszának chlamydia fertïzése,0,0,99,19950101,29991231
A5610,+,Medencei hashártya és egyéb húgyivarrendszeri chlamydia fertïzés,0,0,99,19950101,29991231
A5620,,A húgyivarrendszer chlamydiás fertïzése k.m.n.,0,0,99,19950101,29991231
A5630,,A végbél és a végbélnyílás chlamydiás fertïzése,0,0,99,19950101,29991231
A5640,,A garat chlamydiás fertïzése,0,0,99,19950101,29991231
A5680,,"Egyéb lokalizációjú, szexuális úton terjedï chlamydia fertïzés",0,0,99,19950101,29991231
A57H0,,Lágyfekély,0,0,99,19950101,29991231
A58H0,,Granuloma inguinale,0,0,99,19950101,29991231
A5900,,A húgyivarrendszer trichomoniasisa,0,0,99,19950101,29991231
A5980,,Egyéb lokalizációjú trichomoniasis,0,0,99,19950101,29991231
A5990,,Trichomoniasis k.m.n.,0,0,99,19950101,29991231
A6000,,A nemi és a húgyivari szervek herpesvirus fertïzése,0,0,99,19950101,29991231
A6010,,A végbélnyílás körüli bïr és a végbél herpesvirus fertïzése,0,0,99,19950101,29991231
A6090,,Anogenitális herpesvirus fertïzés k.m.n.,0,0,99,19950101,29991231
A6300,,Anogenitális (venerás) csomók,0,0,99,19950101,29991231
A6380,,"Egyéb meghatározott, fïként szexuális úton terjedï betegségek",0,0,99,19950101,29991231
A64H0,,"Szexuális úton terjedï, nem meghatározott betegségek",0,0,99,19950101,29991231
A65H0,,Nem venereás syphilis,0,0,99,19950101,29991231
A6600,,Korai framboesiás elváltozások,0,0,99,19950101,29991231
A6610,,"Multiplex papilloma és ""wet crab"" framboesia",0,0,99,19950101,29991231
A6620,,Egyéb korai framboesiás bïrlaesiók,0,0,99,19950101,29991231
A6630,,Framboesiás hyperkeratosis,0,0,99,19950101,29991231
A6640,,Framboesiás gummák és fekélyek,0,0,99,19950101,29991231
A6650,,Gangosa,0,0,99,19950101,29991231
A6660,,Csont és izületi framboesiás laesiók,0,0,99,19950101,29991231
A6670,,Egyéb framboesiás manifesztatiok,0,0,99,19950101,29991231
A6680,,Latens framboesia,0,0,99,19950101,29991231
A6690,,Framboesia k.m.n.,0,0,99,19950101,29991231
A6700,,Elsïdleges laesiók pintában,0,0,99,19950101,29991231
A6710,,Közbülsï laesiók pintában,0,0,99,19950101,29991231
A6720,,Késïi laesiók pintában,0,0,99,19950101,29991231
A6730,,Vegyes laesiók pintában,0,0,99,19950101,29991231
A6790,,Pinta k.m.n.,0,0,99,19950101,29991231
A6800,,Tet¹ által terjesztett visszatérï láz,0,0,99,19950101,29991231
A6810,,Kullancs által terjesztett visszatérï láz,0,0,99,19950101,29991231
A6890,,Visszatérï láz k.m.n.,0,0,99,19950101,29991231
A6900,,Nekrotizáló fekélyes stomatitis,0,0,99,19950101,29991231
A6910,,Egyéb Vincent-típusú fertïzés,0,0,99,19950101,29991231
A6920,,Lyme-kór,0,0,99,19950101,29991231
A6980,,Egyéb meghatározott spirochaeta fertïzés,0,0,99,19950101,29991231
A6990,,"Spirochaeta fertïzés, k.m.n.",0,0,99,19950101,29991231
A70H0,,Chlamydia psittaci fertïzés,0,0,99,19950101,29991231
A7100,,Trachoma kezdeti szakasza,0,0,99,19950101,29991231
A7110,,Trachoma aktív szakasza,0,0,99,19950101,29991231
A7190,,"Trachoma, k.m.n.",0,0,99,19950101,29991231
A7400,+,Chlamydiás kötïhártya-gyulladás (H13.1*),0,0,99,19950101,29991231
A7480,,Egyéb chlamydia okozta betegségek,0,0,99,19950101,29991231
A7490,,"Chlamydia fertïzés, k.m.n.",0,0,99,19950101,29991231
A7500,,"Rickettsia prowazeki okozta, tet¹ által terjesztett kiütéses typhus",0,0,99,19950101,29991231
A7510,,Kiújuló (visszatérï) kiütéses typhus [Brill-kór],0,0,99,19950101,29991231
A7520,,Rickettsia typhi fertïzés,0,0,99,19950101,29991231
A7530,,Rickettsia tsutsugamusi okozta kiütéses typhus,0,0,99,19950101,29991231
A7590,,Kiütéses typhus k.m.n.,0,0,99,19950101,29991231
A7700,,Foltos láz Rickettsia rickettsi miatt,0,0,99,19950101,29991231
A7710,,Foltos láz Rickettsia conorii miatt,0,0,99,19950101,29991231
A7720,,Foltos láz Rickettsia siberica miatt (szibériai foltos láz),0,0,99,19950101,29991231
A7730,,Foltos láz Rickettsia australis miatt,0,0,99,19950101,29991231
A7780,,Egyéb foltoslázak,0,0,99,19950101,29991231
A7790,,Foltos láz k.m.n.,0,0,99,19950101,29991231
A78H0,,Q-láz,0,0,99,19950101,29991231
A7900,,Lövészárok láz,0,0,99,19950101,29991231
A7910,,Rickettsia-himlï Rickettsia akari miatt,0,0,99,19950101,29991231
A7980,,Egyéb meghatározott rickettsiosisok,0,0,99,19950101,29991231
A7990,,Rickettsiosis k.m.n.,0,0,99,19950101,29991231
A8000,,"Heveny poliomyelitis, vaccinálás következtében",0,0,99,19950101,29991231
A8010,,"Heveny poliomyelitis, vad vírus, behurcolt",0,0,99,19950101,29991231
A8020,,"Heveny poliomyelitis, vad vírus, honi",0,0,99,19950101,29991231
A8030,,Heveny poliomyelitis egyéb és k.m.n.,0,0,99,19950101,29991231
A8040,,"Heveny, nem bénulásos poliomyelitis",0,0,99,19950101,29991231
A8090,,Heveny poliomyelitis k.m.n.,0,0,99,19950101,29991231
A8100,,Creutzfeldt-Jakob betegség,0,0,99,19950101,29991231
A8110,,Subacut sclerotisáló panencephalitis,0,0,99,19950101,29991231
A8120,,"Progresszív, multifocalis leukoencephalopathia",0,0,99,19950101,29991231
A8180,,A központi idegrendszer egyéb slow vírus fertïzései,0,0,99,19950101,29991231
A8190,,"A központi idegrendszer slow vírus fertïzés, k.m.n.",0,0,99,19950101,29991231
A8200,,Erdei veszettség,0,0,99,19950101,29991231
A8210,,Városi veszettség,0,0,99,19950101,29991231
A8290,,Veszettség k.m.n.,0,0,99,19950101,29991231
A8300,,Japán encephalitis,0,0,99,19950101,29991231
A8310,,Nyugati ló-encephalitis,0,0,99,19950101,29991231
A8320,,Keleti ló-encephalitis,0,0,99,19950101,29991231
A8330,,Saint Louis encephalitis,0,0,99,19950101,29991231
A8340,,Ausztrál encephalitis,0,0,99,19950101,29991231
A8350,,Kaliforniai encephalitis,0,0,99,19950101,29991231
A8360,,Rocio-vírus betegség,0,0,99,19950101,29991231
A8380,,Egyéb szúnyog által terjesztett vírusos agyvelïgyulladás,0,0,99,19950101,29991231
A8390,,Szúnyog által terjesztett vírusos agyvelïgyulladás k.m.n.,0,0,99,19950101,29991231
A8400,,Távol-keleti kullancs encephalitis [Orosz tavaszi-nyári encephalitis],0,0,99,19950101,29991231
A8410,,Közép-európai kullancs encephalitis,0,0,99,19950101,29991231
A8480,,Egyéb kullancs által terjesztett vírusos agyvelïgyulladás,0,0,99,19950101,29991231
A8490,,Kullancs által terjesztett vírusos agyvelïgyulladás k.m.n.,0,0,99,19950101,29991231
A8500,+,Enterovirus okozta agyvelïgyulladás (G05.1*),0,0,99,19950101,29991231
A8510,+,Adenovirus okozta agyvelïgyulladás (G05.1*),0,0,99,19950101,29991231
A8520,,"Ízeltlábúak által terjesztett agyvelïgyulladás, k.m.n.",0,0,99,19950101,29991231
A8580,,Egyéb meghatározott vírusos agyvelïgyulladás,0,0,99,19950101,29991231
A86H0,,Vírusos agyvelïgyulladás k.m.n.,0,0,99,19950101,29991231
A8700,+,Enterovirus által okozott agyhártyagyulladás (G02.0*),0,0,99,19950101,29991231
A8710,+,Adenovirus által okozott agyhártyagyulladás (G02.0*),0,0,99,19950101,29991231
A8720,,Lymphocytás choriomeningitis,0,0,99,19950101,29991231
A8780,,Egyéb vírusos agyhártyagyulladás,0,0,99,19950101,29991231
A8790,,Vírusos agyhártyagyulladás k.m.n.,0,0,99,19950101,29991231
A8800,,Enterovirus által okozott kiütéses láz [Bostoni kiütéses láz],0,0,99,19950101,29991231
A8810,,Járványos szédülés,0,0,99,19950101,29991231
A8880,,A központi idegrendszer egyéb meghatározott vírusfertïzései,0,0,99,19950101,29991231
A89H0,,"A központi idegrendszer vírusfertïzései, k.m.n.",0,0,99,19950101,29991231
A90H0,,Dengue láz [klasszikus dengue],0,0,99,19950101,29991231
A91H0,,Haemorrhagiás dengue láz,0,0,99,19950101,29991231
A9200,,Chikungunya vírus betegség,0,0,99,19950101,29991231
A9210,,O'nyong-nyong láz,0,0,99,19950101,29991231
A9220,,Venezuelai ló-láz,0,0,99,19950101,29991231
A9230,,Nyugat-Nílusi láz,0,0,99,19950101,29991231
A9240,,Rift Valley láz,0,0,99,19950101,29991231
A9280,,"Egyéb meghatározott, szúnyog által terjesztett vírusos lázak",0,0,99,19950101,29991231
A9290,,"Szúnyog által terjesztett vírusos láz, k.m.n.",0,0,99,19950101,29991231
A9300,,Oropouche vírus betegség,0,0,99,19950101,29991231
A9310,,Phlebotomus papatasii láz,0,0,99,19950101,29991231
A9320,,Kolorádói kullancs-láz,0,0,99,19950101,29991231
A9380,,"Egyéb meghatározott, ízeltlábúak által terjesztett vírusos lázak",0,0,99,19950101,29991231
A94H0,,"Ízeltlábúak által terjesztett vírusos láz, k.m.n.",0,0,99,19950101,29991231
A9500,,Erdei sárgaláz,0,0,99,19950101,29991231
A9510,,Városi sárgaláz,0,0,99,19950101,29991231
A9590,,Sárgaláz k.m.n.,0,0,99,19950101,29991231
A9600,,Junin haemorrhagiás láz,0,0,99,19950101,29991231
A9610,,Machupo haemorrhagiás láz,0,0,99,19950101,29991231
A9620,,Lassa-láz,0,0,99,19950101,29991231
A9680,,Egyéb Arenavirus haemorrhagiás lázak,0,0,99,19950101,29991231
A9690,,Arenavirus haemorrhagiás láz k.m.n.,0,0,99,19950101,29991231
A9800,,Krimi-Kongói haemorrhagiás láz,0,0,99,19950101,29991231
A9810,,Omszki haemorrhagiás láz,0,0,99,19950101,29991231
A9820,,Kyasanur Forest betegség,0,0,99,19950101,29991231
A9830,,Marburg vírus betegség,0,0,99,19950101,29991231
A9840,,Ebola vírus betegség,0,0,99,19950101,29991231
A9850,,Haemorrhagiás láz renalis syndromával,0,0,99,19950101,29991231
A9880,,Egyéb meghatározott vírusos haemorrhagiás lázak,0,0,99,19950101,29991231
A99H0,,"Vírusos haemorrhagiás láz, k.m.n.",0,0,99,19950101,29991231
B0000,,Ekzema herpeticum,0,0,99,19950101,29991231
B0010,,Herpesvirus által okozott hólyagos bïrgyulladás,0,0,99,19950101,29991231
B0020,,Herpesvirus által okozott gingivostomatitis és pharyngotonsillitis,0,0,99,19950101,29991231
B0030,+,Herpesvirus agyhártyagyulladás (G02.0*),0,0,99,19950101,29991231
B0040,+,Herpesvirus agyvelïgyulladás (G05.1*),0,0,99,19950101,29991231
B0050,+,A szem herpesvirus betegsége,0,0,99,19950101,29991231
B0070,,Disszeminált herpesvirus betegség,0,0,99,19950101,29991231
B0080,,Herpesvirus fertïzés egyéb formái,0,0,99,19950101,29991231
B0090,,"Herpesvirus fertïzés, k.m.n.",0,0,99,19950101,29991231
B0100,+,Agyhártyagyulladás bárányhimlï miatt (G02.0*),0,0,99,19950101,29991231
B0110,+,Agyvelïgyulladás bárányhimlï miatt (G05.1*),0,0,99,19950101,29991231
B0120,+,Tüdïgyulladás bárányhimlï miatt (J17.1*),0,0,99,19950101,29991231
B0180,,Bárányhimlï egyéb szövïdménnyel,0,0,99,19950101,29991231
B0190,,Bárányhimlï szövïdmény nélkül,0,0,99,19950101,29991231
B0200,+,Zoster agyvelïgyulladás (G05.1*),0,0,99,19950101,29991231
B0210,+,Zoster agyhártyagyulladás (G02.0*),0,0,99,19950101,29991231
B0220,+,Zoster egyéb idegrendszeri érintettséggel,0,0,99,19950101,29991231
B0230,+,A szem zoster-betegsége,0,0,99,19950101,29991231
B0270,,Disszeminált zoster,0,0,99,19950101,29991231
B0280,,Zoster egyéb szövïdményekkel,0,0,99,19950101,29991231
B0290,,Zoster szövïdmény nélkül,0,0,99,19950101,29991231
B03H0,,Himlï (variola vera),0,0,99,19950101,29991231
B04H0,,Majomhimlï,0,0,99,19950101,29991231
B0500,+,Agyvelïgyulladással szövïdött kanyaró (G05.1*),0,0,99,19950101,29991231
B0510,+,Agyhártyagyulladással szövïdött kanyaró (G02.0*),0,0,99,19950101,29991231
B0520,+,Tüdïgyulladással szövïdött kanyaró (J17.1*),0,0,99,19950101,29991231
B0530,+,Középfülgyulladással szövïdött kanyaró (H67.1*),0,0,99,19950101,29991231
B0540,,Bélszövïdményekkel járó kanyaró,0,0,99,19950101,29991231
B0580,,Kanyaró egyéb szövïdményekkel,0,0,99,19950101,29991231
B0590,,Kanyaró szövïdmény nélkül,0,0,99,19950101,29991231
B0600,+,Rózsahimlï idegrendszeri szövïdményekkel,0,0,99,19950101,29991231
B0680,,Rózsahimlï egyéb szövïdményekkel,0,0,99,19950101,29991231
B0690,,Rózsahimlï szövïdmény nélkül,0,0,99,19950101,29991231
B07H0,,Vírusos szemölcsök,0,0,99,19950101,20060331
B0800,,Egyéb orthopox vírusfertïzések,0,0,99,19950101,29991231
B0810,,Molluscum contagiosum,0,0,99,19950101,29991231
B0820,,Exanthema subitum [hatodik betegség],0,0,99,19950101,29991231
B0830,,Erythema infectiosum [ötödik betegség],0,0,99,19950101,29991231
B0840,,Enterovirusos vesicularis stomatitis kiütéssel,0,0,99,19950101,29991231
B0850,,Enterovirusos hólyagos torokgyulladás,0,0,99,19950101,29991231
B0880,,A bïr és nyálkahártya lésióival járó egyéb meghat. vírusfertïzések,0,0,99,19950101,29991231
B09H0,,A bïr és nyálkahártya elváltozásaival járó vírusfertïzés k.m.n.,0,0,99,19950101,29991231
B1500,,A-típusú hepatitis májcomával,0,0,99,19950101,29991231
B1590,,A-típusú hepatitis májcoma nélkül,0,0,99,19950101,29991231
B1600,,"B-típusú heveny hepatitis delta-ágenssel, májcomával",0,0,99,19950101,29991231
B1610,,"B-típusú heveny hepatitis delta-ágenssel, májcoma nélkül",0,0,99,19950101,29991231
B1620,,"B-típusú heveny hepatitis delta-ágens nélkül, májcomával",0,0,99,19950101,29991231
B1690,,B-típusú heveny hepatitis delta-ágens és májcoma nélkül,0,0,99,19950101,29991231
B1700,,Hepatitis B hordozó heveny d- (felül-) fertïzése,0,0,99,19950101,29991231
B1710,,Heveny hepatitis C,0,0,99,19950101,29991231
B1720,,Heveny hepatitis E,0,0,99,19950101,29991231
B1780,,Egyéb meghatározott heveny vírusos májgyulladás,0,0,99,19950101,29991231
B1800,,Idült vírusos B-típusú hepatitis d-ágenssel,0,0,99,19950101,29991231
B1810,,Idült vírusos B-típusú hepatitis d-ágens nélkül,0,0,99,19950101,29991231
B1820,,Idült vírusos C-típusú hepatitis,0,0,99,19950101,29991231
B1880,,Egyéb idült vírusos májgyulladás,0,0,99,19950101,29991231
B1890,,Idült vírusos májgyulladás k.m.n.,0,0,99,19950101,29991231
B1900,,Vírushepatitis comával k.m.n.,0,0,99,19950101,29991231
B1990,,Vírusos hepatitis coma nélkül k.m.n.,0,0,99,19950101,29991231
B2000,,Mycobacterialis fertïzést eredményezï HIV betegség,0,0,99,19950101,29991231
B2010,,Egyéb bakteriális fertïzést eredményezï HIV betegség,0,0,99,19950101,29991231
B2020,,Cytomegalovirus betegséget eredményezï HIV betegség,0,0,99,19950101,29991231
B2030,,Egyéb vírusfertïzést eredményezï HIV betegség,0,0,99,19950101,29991231
B2040,,Candidiasist eredményezï HIV betegség,0,0,99,19950101,29991231
B2050,,Egyéb gombás fertïzést eredményezï HIV betegség,0,0,99,19950101,29991231
B2060,,Pneumocystis carinii tüdïgyulladást eredményezï HIV betegség,0,0,99,19950101,29991231
B2070,,Többféle fertïzést eredményezï HIV betegség,0,0,99,19950101,29991231
B2080,,Egyéb fertïzï és parazitás betegséget eredményezï HIV betegség,0,0,99,19950101,29991231
B2090,,K.m.n. fertïzï vagy parazitás betegséget eredményezï HIV betegség,0,0,99,19950101,29991231
B2100,,Kaposi-sarcomát eredményezï HIV betegség,0,0,99,19950101,29991231
B2110,,Burkitt lymphomát eredményezï HIV betegség,0,0,99,19950101,29991231
B2120,,Egyéb non-Hodgkin lymphomát eredményezï HIV betegség,0,0,99,19950101,29991231
B2130,,A nyirok és vérképzï rendszer egyéb mal. daganatait okozó HIV betegség,0,0,99,19950101,29991231
B2170,,Többféle rosszindulatú daganatot eredményezï HIV betegség,0,0,99,19950101,29991231
B2180,,Egyéb rosszindulatú daganatot eredményezï HIV betegség,0,0,99,19950101,29991231
B2190,,Nem meghatározott rosszindulatú daganatot eredményezï HIV betegség,0,0,99,19950101,29991231
B2200,,Agyvelïbántalmat eredményezï HIV betegség,0,0,99,19950101,29991231
B2210,,Lymphoid interstitialis pneumonitist eredményezï HIV betegség,0,0,99,19950101,29991231
B2220,,Fogyásos syndromát eredményezï HIV betegség,0,0,99,19950101,29991231
B2270,,"Többféle, máshova osztályozott betegséget eredményezï HIV betegség",0,0,99,19950101,29991231
